title,url
"경북교육청 수학문화관,내달 14일개관...""수학교육 거점""",https://daily.hankooki.com/news/articleView.html?idxno=1276696
"고양시,내달 14일글로벌 바이오 포럼…정밀 의료 전략 논의",https://www.yna.co.kr/view/AKR20250926043300060?input=1195m
익산 신흥공원 보행교내달 14일개통,http://www.fnnews.com/news/202509261445209118
"남구, 환경오염행위 특별감시…내달 14일까지 취약지역 점검",http://www.ujeil.com/news/articleView.html?idxno=374444
"대우건설, 하반기 신입사원 공채…30일부터내달 14일까지",https://www.asiatoday.co.kr/view.php?key=20250926010014440
"'금품수수' 건진법사 전성배,내달 14일부터 정식 재판",https://www.daejonilbo.com/news/articleView.html?idxno=2228743
광주·전남 국정감사내달17일부터 시작…한전 올해부터 환노위서 국감,http://www.namdonews.com/news/articleView.html?idxno=834520
"[단독] 알렉스 카프 팔란티어 CEO,내달방한…""韓 협력 확대""",https://www.news1.kr/industry/company/5925397
"日도쿄에도 윤동주 기념비…릿쿄대,내달11일 제막식(종합)",https://www.yna.co.kr/view/AKR20250924073951073?input=1195m
"교육위,내달 14일부터 국정감사…김건희 논문·조국 자녀 의혹 증인 채...",https://www.newsis.com/view/NISX20250923_0003340508
"배진영,내달 14일첫 솔로 앨범 발매…8년 만의 홀로서기",http://www.globalepic.co.kr/view.php?ud=202509260842223017d3244b4fed_29
"팝업에 싱어롱 파티…세븐틴,내달미국서 '더 시티' 이벤트",https://www.yna.co.kr/view/AKR20250924049300005?input=1195m
"英 낫싱, 첫 플래그십 '폰 3'내달 14일출시…미리사면 40만원 할인",https://www.newsis.com/view/NISX20250922_0003337919
"성주군,내달 14일까지 순회 정책소통간담회",https://daily.hankooki.com/news/articleView.html?idxno=1275338
"국회 외통위,내달13일 외교부·14일통일부 국정감사 실시",https://www.newsis.com/view/NISX20250916_0003331102
"근로복지공단, '체불 집중 청산' 운영…추석 앞두고내달 14일까지 금리...",http://www.econonews.co.kr/news/articleView.html?idxno=406864
"내달국정감사, 기초단체 도입 등 제주 현안 '주목'",http://www.jejunews.com/news/articleView.html?idxno=2221057
"""지속가능한 해외진출 생태계 조성 앞장""국민은행, 10월14일'Global South ...",https://www.nbnews.kr/news/articleView.html?idxno=115009
지하철 5호선 방화범에 징역 20년 구형…내달 14일선고,https://www.nocutnews.co.kr/news/6400892?utm_source=naver&utm_medium=article&utm_campaign=20250916021705
"美,내달정부 셧다운에 감원 검토…기능 마비 우려",https://news.tf.co.kr/read/world/2248232.htm
제8회 한국사진작가협회 양양지부 회원전내달14~19일 개최,http://www.enewstoday.co.kr/news/articleView.html?idxno=2333388
"한국패션협회, ‘2025 의류 제조 혁신 포럼’내달 14일개최",https://www.fashionbiz.co.kr/article/219944
국회 보건복지위 국정감사내달 14일‘스타트’,https://www.akomnews.com/bbs/board.php?bo_table=news&wr_id=64567
"육군 제7기동군단,내달'대규모 기계화부대 실기동훈련' 실시",https://www.newspim.com/news/view/20250926000630
"""닭·돼지·소 지켜라""…내달부터 가축전염병 특별방역기간",http://www.yonhapnewstv.co.kr/MYH20250924171411gP5
"청주시,내달9일까지 '추석 명절 종합대책' 추진",https://www.nocutnews.co.kr/news/6404380?utm_source=naver&utm_medium=article&utm_campaign=20250923110229
내달13일부터 기재부 국감...‘배당소득 분리과세’ 등 쟁점은,http://www.edaily.co.kr/news/newspath.asp?newsid=02968406642304056
콜린 선별급여에 '은행엽' 부상… 보건당국 국감14일시작,http://www.hitnews.co.kr/news/articleView.html?idxno=69363
"금강청, 29일부터내달 14일까지 '특별감시 기간' 운영",https://www.newsis.com/view/NISX20250917_0003333123
"이스타항공,내달부터 기내 보조배터리 사용 금지…휴대는 가능",https://www.newsworks.co.kr/news/articleView.html?idxno=812457
"국제 게임 전시회 '지스타 2025', 총 3101부스 확정 …내달 14일예매 시...",https://biz.newdaily.co.kr/site/data/html/2025/09/17/2025091700269.html
"국회 농해수위, 해수부 등 국정감사14일부터 30일까지",https://www.hdhy.co.kr/news/articleView.html?idxno=32725
"넥슨, 신작 PvPvE '아크 레이더스' 사전 판매…내달30일 정식 출시",https://www.ddaily.co.kr/page/view/2025092310135729530
충청권 시도교육청·국립대 국감내달23일…쟁점 산적,https://www.daejonilbo.com/news/articleView.html?idxno=2228813
국회 교육위 국정감사내달 14일시작… 교육부 등 68개 기관 감사,https://news.unn.net/news/articleView.html?idxno=584289
"""최대14일앞당겨"" 아모레퍼시픽그룹, 협력사 납품대금 767억 조기지급",https://www.nbnews.kr/news/articleView.html?idxno=114987
"[단독]금감원장,내달회계업계 만난다…삼성생명 회계 논란 다룰까",http://news.bizwatch.co.kr/article/market/2025/09/24/0008
"환경공단,내달1~14일'음쓰 줄이기' 챌린지...50세대 추첨해 상품권 지...",http://www.g-enews.com/ko-kr/news/article/news_all/202509250904541464a9fc143920_1/article.html
"경기농관원,내달20일까지 추계작물 변경신고 해야",https://www.newsis.com/view/NISX20250918_0003333873
홍명보호 A매치 브라질전 25일 예매 시작…파라과이는내달1일,https://www.yna.co.kr/view/AKR20250918152300007?input=1195m
